Survived,Pclass,Age,SibSp,Parch,Fare,CabinKnown,FamilySize,IsAlone,Sex_male,Embarked_Q,Embarked_S,Title_Col,Title_Don,Title_Dr,Title_Jonkheer,Title_Lady,Title_Major,Title_Master,Title_Miss,Title_Mlle,Title_Mme,Title_Mr,Title_Mrs,Title_Ms,Title_Rev,Title_Sir,Title_the Countess,AgeGroup_Teen,AgeGroup_Adult,AgeGroup_Middle_Aged,AgeGroup_Senior,Cluster
0,3,0.2796118154593283,-0.4745451962498395,-0.4736736092984604,-0.4894421904510968,0,-0.5609748304808925,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,-0.719436147717457,-0.4745451962498395,-0.4736736092984604,-0.5064721088735089,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,1.3555096219574048,0.4327933656785018,-0.4736736092984604,-0.356468689333464,0,0.0591598766636176,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1,2,-0.0277875578258363,0.4327933656785018,-0.4736736092984604,-0.1249197866877571,0,0.0591598766636176,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,2,-0.335186931111001,-0.4745451962498395,-0.4736736092984604,-0.3866707201133388,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,2,-0.4888866177535834,-0.4745451962498395,-0.4736736092984604,-0.3454791770670269,0,-0.5609748304808925,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
1,1,-0.7962859910387481,-0.4745451962498395,2.008933366495236,-0.1192156298077981,1,0.6792945838081278,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,0.5870111887444931,0.4327933656785018,-0.4736736092984604,0.4207302360686478,1,0.0591598766636176,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
0,3,-1.0268355210026217,-0.4745451962498395,-0.4736736092984604,-0.4628462821463391,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2
0,1,-0.4120367744322922,-0.4745451962498395,-0.4736736092984604,0.9462455716384696,1,-0.5609748304808925,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,-0.1046374011471275,-0.4745451962498395,2.008933366495236,-0.3414522396297103,0,0.6792945838081278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1,3,-0.5657364610748746,-0.4745451962498395,-0.4736736092984604,-0.4923778278429006,0,-0.5609748304808925,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,3,-0.4120367744322922,0.4327933656785018,-0.4736736092984604,-0.3292868616315766,0,0.0591598766636176,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,3,-0.7962859910387481,-0.4745451962498395,-0.4736736092984604,-0.5125125150294839,0,-0.5609748304808925,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,2,-0.8731358343600393,-0.4745451962498395,-0.4736736092984604,-0.4168727508932136,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2
0,2,-0.7962859910387481,0.4327933656785018,0.7676298785983874,0.0915281005680123,0,0.6792945838081278,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
1,3,-0.1814872444684187,-0.4745451962498395,-0.4736736092984604,-0.4914556591697551,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,-1.56478442425166,1.340131927606843,2.008933366495236,0.0437082184998772,0,1.919563998097148,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0.5485862670838475,-0.4745451962498395,2.008933366495236,-0.1249197866877571,1,0.6792945838081278,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
0,2,0.9712604053509488,-0.4745451962498395,-0.4736736092984604,-0.3866707201133388,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
0,2,1.6629089952425695,-0.4745451962498395,-0.4736736092984604,-0.3962346965269658,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
1,1,-0.5657364610748746,0.4327933656785018,-0.4736736092984604,0.6925485130875209,1,0.0591598766636176,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,3,2.00873329018838,-0.4745451962498395,-0.4736736092984604,-0.4863374216869257,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
0,3,0.8559856403690123,-0.4745451962498395,2.008933366495236,-0.356468689333464,0,0.6792945838081278,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
0,3,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,-0.5011867534870308,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,1,1.6629089952425695,-0.4745451962498395,0.7676298785983874,0.5874293382238074,0,0.0591598766636176,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
1,3,-1.0268355210026217,-0.4745451962498395,-0.4736736092984604,-0.4927140771189165,0,-0.5609748304808925,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,3,0.0490622854954548,-0.4745451962498395,-0.4736736092984604,-0.4863374216869257,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,-0.4740049257851434,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,-0.1046374011471275,6.784163299176891,2.008933366495236,0.7519458402879414,0,5.64037224096421,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,3,1.1249600919935314,-0.4745451962498395,0.7676298785983874,-0.3242531898349308,0,0.0591598766636176,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
1,2,0.8175607187083667,-0.4745451962498395,-0.4736736092984604,-0.331300330350235,0,-0.5609748304808925,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
0,3,-0.2583370877897099,-0.4745451962498395,-0.4736736092984604,-0.4918744606632361,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,-0.9499856776813304,-0.4745451962498395,-0.4736736092984604,-0.4740049257851434,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2
0,3,-2.179583170821989,3.1548090514635256,0.7676298785983874,0.1506737441786005,0,2.5396987052416584,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,-1.56478442425166,-0.4745451962498395,2.008933366495236,-0.2351571990343002,0,0.6792945838081278,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,-0.1046374011471275,-0.4745451962498395,0.7676298785983874,0.4589861417231558,1,0.0591598766636176,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,3,1.2018099353148226,0.4327933656785018,4.491540342288931,-0.086663881033249,0,2.5396987052416584,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,1,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,-0.1264298882267508,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,0.489103606816847,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,1,2.4314074284554814,-0.4745451962498395,-0.4736736092984604,0.0260903672116169,1,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2
0,3,-1.949033640858116,3.1548090514635256,0.7676298785983874,-0.0619988892296846,0,2.5396987052416584,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,-2.179583170821989,0.4327933656785018,0.7676298785983874,-0.4242561406845337,0,0.6792945838081278,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,3,-0.6425863043961658,-0.4745451962498395,-0.4736736092984604,-0.4888542575852486,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,1,2.047158211849025,-0.4745451962498395,-0.4736736092984604,-0.0303713225969997,1,-0.5609748304808925,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
0,3,-0.8731358343600393,0.4327933656785018,0.7676298785983874,-0.4902797934380587,0,0.6792945838081278,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2
0,3,-0.1046374011471275,2.247470489535184,0.7676298785983874,-0.1356576153643619,0,1.919563998097148,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1.5860591519212783,-0.4745451962498395,-0.4736736092984604,-0.0703044476941502,1,-0.5609748304808925,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
0,2,0.0490622854954548,-0.4745451962498395,-0.4736736092984604,-0.3866707201133388,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,0.5101613454232019,-0.4745451962498395,-0.4736736092984604,-0.6484216535389205,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
0,3,-0.1046374011471275,6.784163299176891,2.008933366495236,0.7519458402879414,0,5.64037224096421,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,-0.3453946113808432,0,-0.5609748304808925,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,-1.56478442425166,3.1548090514635256,2.008933366495236,-0.0164441594700401,0,3.1598334123861687,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,-2.179583170821989,1.340131927606843,0.7676298785983874,0.1368311467378245,1,1.299429290952638,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,-1.949033640858116,-0.4745451962498395,2.008933366495236,-0.2049551682544254,0,0.6792945838081278,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,0.3583127057902398,1,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
1,3,-0.1046374011471275,0.4327933656785018,-0.4736736092984604,-0.3363340021468808,0,0.0591598766636176,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1,1,1.2018099353148226,-0.4745451962498395,-0.4736736092984604,-0.1138457087351363,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
0,3,0.8175607187083667,0.4327933656785018,0.7676298785983874,-0.3363340021468808,0,0.6792945838081278,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
0,3,0.5101613454232019,-0.4745451962498395,-0.4736736092984604,-0.4894421904510968,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
1,2,0.2027619721380371,-0.4745451962498395,-0.4736736092984604,-0.3866707201133388,0,-0.5609748304808925,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,2,-0.7962859910387481,-0.4745451962498395,-0.4736736092984604,-0.3866707201133388,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
1,3,-0.7962859910387481,0.4327933656785018,-0.4736736092984604,-0.4902797934380587,0,0.0591598766636176,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,2,-2.025883484179407,0.4327933656785018,0.7676298785983874,-0.1249197866877571,1,0.6792945838081278,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1.1249600919935314,-0.4745451962498395,-0.4736736092984604,-0.0902720169770847,1,-0.5609748304808925,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1,1,2.200857898491608,-0.4745451962498395,-0.4736736092984604,2.301728820789,1,-0.5609748304808925,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
0,3,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,-0.4923778278429006,0,-0.5609748304808925,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,0.9712604053509488,-0.4745451962498395,0.7676298785983874,-0.4792057154854379,0,0.0591598766636176,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
1,3,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,-0.4923778278429006,0,-0.5609748304808925,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,2,-0.4120367744322922,-0.4745451962498395,-0.4736736092984604,-0.3866707201133388,0,-0.5609748304808925,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,3,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,-0.45714212526638,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,-0.1046374011471275,6.784163299176891,2.008933366495236,0.7519458402879414,0,5.64037224096421,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,3,0.3564616587806195,-0.4745451962498395,-0.4736736092984604,-0.5176307525123133,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,1.2402348569754682,-0.4745451962498395,-0.4736736092984604,-0.5029485386158568,0,-0.5609748304808925,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
1,3,-0.8731358343600393,-0.4745451962498395,-0.4736736092984604,-0.4863374216869257,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2
0,3,-2.1027333275006983,-0.4745451962498395,0.7676298785983874,-0.4377624888492937,1,0.0591598766636176,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,3,0.2027619721380371,0.4327933656785018,-0.4736736092984604,-0.3292868616315766,0,0.0591598766636176,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
1,3,-0.2583370877897099,-0.4745451962498395,-0.4736736092984604,-0.2701412180209885,0,-0.5609748304808925,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
1,3,-1.0268355210026217,-0.4745451962498395,-0.4736736092984604,-0.4923778278429006,0,-0.5609748304808925,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,0.8175607187083667,-0.4745451962498395,-0.4736736092984604,-0.0242463507548411,1,-0.5609748304808925,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
0,3,-0.4120367744322922,-0.4745451962498395,-0.4736736092984604,-0.5064721088735089,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
1,2,0.4333115021019107,-0.4745451962498395,-0.4736736092984604,-0.2255932226206731,0,-0.5609748304808925,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,3,-0.5657364610748746,-0.4745451962498395,-0.4736736092984604,-0.5024451714361923,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,2,0.0490622854954548,-0.4745451962498395,-0.4736736092984604,-0.3866707201133388,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,-0.1046374011471275,0.4327933656785018,-0.4736736092984604,-0.4923778278429006,0,0.0591598766636176,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
1,1,0.125912128816746,0.4327933656785018,-0.4736736092984604,1.6323350375212924,1,0.0591598766636176,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,3,-0.1814872444684187,-0.4745451962498395,-0.4736736092984604,-0.4888542575852486,0,-0.5609748304808925,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,2,0.9712604053509488,0.4327933656785018,-0.4736736092984604,-0.1047850995011739,0,0.0591598766636176,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
1,1,0.2027619721380371,-0.4745451962498395,-0.4736736092984604,0.8876878608937296,1,-0.5609748304808925,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,2,0.0490622854954548,-0.4745451962498395,-0.4736736092984604,-0.4370074380797968,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
1,3,-1.0268355210026217,-0.4745451962498395,-0.4736736092984604,-0.4863374216869257,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2
0,2,-0.1814872444684187,-0.4745451962498395,-0.4736736092984604,-0.3866707201133388,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,1.6629089952425695,-0.4745451962498395,-0.4736736092984604,-0.4863374216869257,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
0,3,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,-0.4894421904510968,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
1,1,0.6638610320657843,0.4327933656785018,-0.4736736092984604,1.163700193253568,1,0.0591598766636176,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
0,3,-0.5657364610748746,-0.4745451962498395,-0.4736736092984604,-0.4601623283443675,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
1,2,-0.7962859910387481,-0.4745451962498395,-0.4736736092984604,-0.4370074380797968,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,-0.6810112260568114,-0.4745451962498395,-0.4736736092984604,-0.5024451714361923,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,2,-0.8731358343600393,-0.4745451962498395,-0.4736736092984604,-0.3866707201133388,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2
0,3,-0.1046374011471275,2.247470489535184,0.7676298785983874,-0.1356576153643619,0,1.919563998097148,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,0.4333115021019107,0.4327933656785018,-0.4736736092984604,1.0323213593611125,1,0.0591598766636176,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,3,-0.0277875578258363,-0.4745451962498395,-0.4736736092984604,-0.4918744606632361,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,2,2.277707741812899,-0.4745451962498395,-0.4736736092984604,-0.3766033765200472,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
1,3,-1.8721837975368247,3.1548090514635256,2.008933366495236,-0.0164441594700401,0,3.1598334123861687,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,-0.4120367744322922,-0.4745451962498395,-0.4736736092984604,-0.4370074380797968,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,-0.4964047652802172,0,-0.5609748304808925,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,2,1.1249600919935314,0.4327933656785018,-0.4736736092984604,-0.1249197866877571,0,0.0591598766636176,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
1,2,-1.6416342675729512,-0.4745451962498395,2.008933366495236,-0.1198861148911113,0,0.6792945838081278,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2,-0.7962859910387481,-0.4745451962498395,-0.4736736092984604,-0.4370074380797968,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,2,0.2796118154593283,-0.4745451962498395,-0.4736736092984604,-0.4012683683236117,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,-0.1046374011471275,0.4327933656785018,-0.4736736092984604,-0.3573908580066095,0,0.0591598766636176,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,3,-0.1046374011471275,0.4327933656785018,-0.4736736092984604,-0.3363340021468808,0,0.0591598766636176,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,2,-0.0277875578258363,-0.4745451962498395,-0.4736736092984604,-0.4370074380797968,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,-0.5657364610748746,-0.4745451962498395,-0.4736736092984604,-0.5049620073345151,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,0.0490622854954548,-0.4745451962498395,-0.4736736092984604,-0.5029485386158568,0,-0.5609748304808925,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,1,1.1249600919935314,1.340131927606843,-0.4736736092984604,1.163700193253568,1,0.6792945838081278,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,3,-0.335186931111001,-0.4745451962498395,-0.4736736092984604,-0.4918744606632361,0,-0.5609748304808925,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,2,-0.4120367744322922,-0.4745451962498395,2.008933366495236,-0.356468689333464,0,0.6792945838081278,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1,1,0.5870111887444931,0.4327933656785018,0.7676298785983874,0.4097407238022106,1,0.6792945838081278,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
0,2,1.893458525206443,0.4327933656785018,-0.4736736092984604,-0.1249197866877571,0,0.0591598766636176,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
0,3,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,-0.5024451714361923,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,-0.0277875578258363,0.4327933656785018,0.7676298785983874,-0.4377624888492937,1,0.6792945838081278,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,1,2.5082572717767726,-0.4745451962498395,-0.4736736092984604,-0.1138457087351363,1,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2
0,3,0.0490622854954548,0.4327933656785018,-0.4736736092984604,-0.3242531898349308,0,0.0591598766636176,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,0.8944105620296577,-0.4745451962498395,2.008933366495236,-0.2414492887801075,0,0.6792945838081278,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1,3,-0.0277875578258363,-0.4745451962498395,2.008933366495236,-0.3414522396297103,0,0.6792945838081278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1,1,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,0.9462455716384696,0,-0.5609748304808925,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1,1,0.0490622854954548,-0.4745451962498395,-0.4736736092984604,1.093228788100527,1,-0.5609748304808925,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,1,0.4333115021019107,-0.4745451962498395,-0.4736736092984604,9.667166525013505,0,-0.5609748304808925,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,2,1.5860591519212783,-0.4745451962498395,0.7676298785983874,-0.1249197866877571,0,0.0591598766636176,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
0,3,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,-0.4923778278429006,0,-0.5609748304808925,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
1,3,-2.025883484179407,3.1548090514635256,2.008933366495236,-0.0164441594700401,0,3.1598334123861687,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
